budget,genres,original_language,release_date,revenue,runtime,vote_average
0,Mystery,en,22/07/2013,0,77,7.5
0,Action,fa,12/03/2011,0,100,0
0,Drama,nl,07/11/2013,0,88,4.9
0,Drama,sv,24/08/2007,0,106,4
0,Comedy,nl,13/05/2013,0,113,6.6
0,Thriller,en,29/08/2013,0,83,4.7
0,Thriller,en,01/01/2010,0,15,6.6
0,Western,en,27/04/2011,0,94,10
0,Comedy,en,02/07/2012,0,80,0
0,Action,el,27/09/2012,0,80,5.5
0,Romance,en,08/11/2013,0,102,6.1
567000,Action,en,10/04/2013,0,87,5
0,Adventure,en,12/10/2012,0,90,4.3
0,Horror,de,08/02/2009,0,92,5.5
0,Drama,en,08/03/2005,0,87,3.7
1800000,Action,fi,17/01/2013,532269,93,5.6
0,Action,en,09/01/2013,0,90,4.8
0,Drama,en,16/09/2010,0,124,3.3
0,Comedy,en,09/03/2013,0,90,7
40000000,Documentary,en,25/12/2013,44907260,113,6
0,Comedy,en,19/12/2013,0,92,7.3
1500000,Documentary,hi,27/08/2004,12000000,124,6.2
0,Action,en,12/10/2013,0,82,10
0,Documentary,en,03/10/2008,0,74,10
0,Documentary,en,19/09/2012,0,99,6.4
0,Action,en,05/06/2007,0,86,6.5
0,Action,en,28/10/2009,0,120,6.3
0,Documentary,en,09/11/2009,0,116,6.9
0,Documentary,en,01/01/2006,0,112,0
0,Action,en,18/05/2012,0,98,6.3
0,Action,en,05/09/2013,0,93,5.8
0,Action,en,01/12/2000,0,85,5.6
0,Thriller,en,01/12/2013,0,98,7.1
4000000,Documentary,en,01/06/2013,0,95,5.6
0,Western,fi,20/03/2012,0,86,7
0,Documentary,en,03/10/2013,175705,88,5.5
3000000,Comedy,en,21/01/2013,0,90,4.6
0,Action,en,08/09/2008,0,87,6
7000000,Horror,en,12/12/2013,0,123,7.2
0,Crime,en,20/03/2002,0,90,6
0,Comedy,en,08/07/2008,0,90,3.6
0,Action,en,09/01/2011,0,76,7.5
0,Documentary,es,01/01/2008,0,,0
0,Mystery,en,07/10/2001,0,90,5
0,Action,is,29/12/2006,0,0,6
0,Action,en,27/05/2005,0,94,4.8
0,Science Fiction,en,18/01/2013,0,121,7.7
1000000,Action,hi,19/09/2013,4235151,104,7.3
0,Drama,en,18/04/2012,0,81,6
0,Action,fr,10/10/2007,0,92,6.2
0,Drama,de,10/05/2012,0,100,7
0,Comedy,en,06/11/2013,0,90,7
0,Documentary,en,01/01/2004,0,112,5.5
0,Drama,fr,01/09/2010,0,85,5.5
0,Drama,fr,30/08/2002,0,103,5.9
0,Drama,en,23/07/2002,0,92,2.6
0,Thriller,en,12/09/2012,0,87,4.6
0,Adventure,en,25/12/2013,1234254,111,6.2
2300000,Drama,he,03/07/2013,4500000,107,6.2
0,Comedy,ja,30/03/2013,50353002,85,6.5
0,Animation,es,11/11/2012,0,106,6
22000000,Drama,es,18/07/2013,24000000,106,6
1150000,Animation,en,15/02/2011,0,91,3.4
0,Action,ko,02/10/2008,0,121,0
0,Comedy,ja,28/09/2013,19978961,121,7.6
18000000,Drama,en,26/12/2013,22309223,116,6.7
0,Drama,en,20/12/2011,0,87,2.7
15000000,Western,en,19/09/2013,21766271,113,5.3
0,Drama,en,12/09/2012,0,103,5.4
0,Drama,en,27/09/2013,81381,105,5.5
0,Action,de,13/06/2006,0,167,4.8
0,Action,en,12/09/2005,0,114,6.7
0,Adventure,en,25/11/2011,0,92,5.1
10735974,War,fr,20/11/2013,0,85,6.6
0,Comedy,en,09/03/2013,0,103,6.9
0,Western,fr,08/08/2007,0,0,8.5
0,Drama,fr,18/05/2002,0,90,5.4
0,Drama,ru,26/07/2013,4037782,120,7.3
0,Drama,ja,02/10/2013,0,88,7.3
0,Comedy,no,24/02/2006,0,123,5.4
0,Drama,en,07/10/2008,0,60,7
0,Comedy,en,23/07/2013,0,95,7.5
0,Action,fr,04/12/2013,0,117,6.4
0,Comedy,en,20/09/2013,0,95,5.3
0,Thriller,sv,13/09/2013,0,111,5.9
0,Action,en,01/11/2006,0,81,1.7
0,Horror,en,01/01/2001,0,11,7.5
0,Action,en,01/01/2007,0,9,5.9
0,Action,en,09/10/2010,0,75,6
0,Documentary,en,15/08/2012,0,92,5.5
0,Drama,en,27/09/2011,0,90,2.6
0,Fantasy,en,24/10/2006,0,113,5
0,Action,fa,11/09/2012,0,104,5.4
0,Drama,en,31/03/2004,0,115,5.5
0,Action,en,09/03/2012,0,90,4
0,Horror,en,16/08/2013,0,81,7.3
0,Documentary,en,27/10/2012,0,90,3.4
0,Action,en,08/11/2013,0,244,7.2
12000,Fantasy,en,16/06/2012,0,80,5.6
0,Comedy,en,30/09/2011,0,101,6
0,Adventure,en,03/09/2007,0,13,7.1
0,Documentary,fr,20/07/2011,0,92,5.1
0,Action,en,02/04/2013,0,7,8.3
0,Drama,ar,07/06/2013,0,88,7.8
50000000,Documentary,fr,03/04/2012,48600000,105,5
0,Comedy,en,25/09/2013,0,83,6.9
0,Documentary,de,16/09/2004,0,0,7
2000000,Thriller,en,16/04/2007,0,103,4.4
90000,Horror,fr,21/03/2012,0,0,0
0,Comedy,en,16/05/2004,0,98,4.9
0,Comedy,en,21/01/2012,0,83,4.9
0,Crime,fr,12/11/2010,0,90,6.4
0,Action,en,19/11/2012,0,0,7
0,TV Movie,en,30/01/2006,0,89,6
0,Crime,en,27/05/2000,0,104,7.5
0,Drama,en,21/10/2006,0,92,7.7
0,Documentary,en,09/02/2013,18642,116,5.7
0,Drama,sv,20/10/2006,0,133,5.9
0,Action,fr,11/06/2003,0,118,6.7
0,Drama,en,24/07/2004,0,86,9
0,Comedy,en,28/01/2011,0,83,5.4
0,Horror,en,01/01/2009,0,70,4.8
0,Comedy,es,16/08/2012,0,103,5.6
1500000,Comedy,en,05/06/2012,0,88,6.3
0,Fantasy,en,11/01/2006,0,78,2.7
0,Horror,en,04/04/2013,0,96,5.1
0,Drama,en,15/10/2010,0,75,5.2
23000000,Horror,en,19/11/2004,0,184,6.4
0,Action,en,15/02/2005,0,360,5
0,Documentary,en,19/04/2013,0,90,6.3
0,Drama,en,25/01/2007,0,56,7
0,Documentary,en,27/04/2003,0,78,7
0,Documentary,tr,13/04/2007,0,110,6.5
5000,Action,en,03/10/2011,0,80,5.1
0,Adventure,en,27/09/2013,0,90,4.5
0,Horror,en,18/01/2013,0,106,7.1
0,Drama,ro,14/09/2012,0,93,5.2
0,Action,es,04/02/2011,0,98,6.8
7700000,Comedy,hi,31/05/2013,46000000,159,7.1
0,Romance,en,08/09/2013,0,87,6.3
0,Documentary,en,13/09/2008,0,139,6.1
0,Drama,en,28/06/2008,0,99,0
0,Documentary,de,13/04/2005,0,0,6.1
0,Action,en,11/02/2012,0,87,7.1
3000000,Documentary,en,21/01/2004,13954476,111,6.5
0,War,sv,16/08/2012,0,99,5.9
0,Crime,en,08/11/2013,0,100,5
12516654,Adventure,fr,12/12/2012,8109160,78,7.6
0,TV Movie,fr,04/02/2008,0,105,5.6
0,Drama,fr,12/05/2009,0,93,6.4
0,Drama,en,08/10/2013,0,88,4.2
0,Documentary,en,15/11/2013,0,89,6.3
3500000,Documentary,en,02/10/2011,0,111,8
0,Horror,fr,07/03/2006,0,79,6.3
0,Drama,en,27/10/2011,0,105,7.7
950000,Action,en,26/08/2013,0,87,5.7
11000000,Horror,en,23/07/2013,0,113,5.7
0,Drama,fr,06/03/2013,0,92,6.2
0,Comedy,en,01/01/2011,0,85,7.3
500000,Romance,en,04/10/2012,0,88,7.1
0,Documentary,fi,21/08/2009,0,102,6.5
0,Comedy,en,01/01/2009,0,0,2.5
2017928,Adventure,ja,23/01/2010,0,49,5.9
0,Horror,en,01/07/2001,0,92,6
0,Action,en,13/07/2008,0,470,7.8
0,Drama,en,01/01/2004,0,77,5.9
0,Comedy,en,05/01/2008,0,91,4.4
0,Science Fiction,en,31/12/2013,3396726,91,6.7
1000000,Thriller,en,01/01/2012,0,95,4.5
0,Drama,en,28/09/2010,0,78,0
0,Documentary,pt,06/04/2012,0,102,7.5
0,Drama,he,21/04/2013,33232,110,6.5
0,Comedy,de,11/02/2013,0,72,7.2
0,Comedy,en,02/06/2009,0,85,5
0,Documentary,cs,21/12/2009,0,0,5
0,Drama,tr,01/01/2009,0,0,6.7
0,Comedy,en,01/06/2006,0,96,0
0,Action,fr,17/05/2013,0,97,6.4
18000000,Drama,en,27/12/2013,20275812,111,6.7
0,Drama,fr,05/12/2012,0,98,6.2
0,Romance,nl,16/03/2011,0,96,6.9
0,Drama,en,03/03/2009,0,74,7.2
0,Drama,da,02/04/2004,0,97,6.5
1000000,Crime,en,24/06/2006,0,95,4.1
0,Science Fiction,sv,24/03/2006,0,101,4
0,Action,fr,01/01/2006,0,95,4.1
33000000,Action,en,16/10/2013,9494789,105,6.7
0,Adventure,en,30/12/2012,0,0,0
0,Action,no,04/01/2008,0,78,5.3
0,Action,fr,12/04/2011,0,102,6.5
1700000,Documentary,en,14/11/2013,0,86,5
0,Comedy,de,16/02/2011,0,88,6.7
0,Drama,en,03/02/2012,0,113,5
0,Action,en,19/07/2013,0,110,6.1
0,Adventure,es,10/02/2013,2107925,105,6.2
6844180,Comedy,fr,09/04/2003,0,91,5.6
0,Comedy,en,06/01/2009,0,94,5
0,War,sv,01/01/2001,0,174,0
0,War,en,14/12/2012,0,105,5.9
0,Drama,fr,19/09/2012,0,90,5.5
0,Drama,tl,30/11/2011,0,110,5.1
0,Fantasy,en,11/09/2013,64065,90,6.1
0,Romance,en,18/10/2012,0,113,4.4
0,Crime,da,25/12/2013,2227167,123,6.6
0,Drama,en,01/01/2011,0,7,8
3000000,Animation,sv,29/08/2012,0,0,6.7
0,Romance,en,13/09/2012,0,90,5.1
0,Drama,fr,06/03/2002,0,100,7
0,Comedy,fi,01/01/2011,0,50,5.8
0,Action,fr,06/10/2004,0,100,6.4
7677765,Drama,fr,10/05/2006,0,93,7
0,Action,en,22/04/2010,0,94,5.6
0,Drama,en,29/03/2012,0,90,4.7
0,Thriller,fr,02/10/2013,0,92,5.6
0,Comedy,fr,01/03/2012,0,0,5.9
0,Action,en,16/10/2013,0,81,7
0,Action,en,21/01/2013,0,86,5.5
0,Animation,en,18/07/2003,0,94,5.4
0,Crime,tr,01/01/2008,0,113,6.8
0,Romance,tr,25/02/2008,0,0,5.7
0,Romance,en,23/08/2013,0,86,7.1
0,Documentary,en,01/09/2012,0,115,7.2
0,Drama,en,21/03/2003,0,49,6
0,Action,zh,12/07/2012,0,118,6.5
0,Comedy,hi,23/12/2011,0,145,7.1
0,Drama,en,12/10/2012,17000000,79,5.7
6000000,Animation,fi,14/12/2007,0,78,7.6
0,Comedy,en,01/01/2003,0,69,6.5
0,Horror,en,08/04/2011,0,96,6.6
0,Documentary,en,27/11/2011,0,90,7.3
0,Documentary,en,01/01/2012,0,79,6.5
0,Comedy,fr,28/05/2013,342183,96,7.2
0,Horror,en,22/10/2013,0,90,5.6
0,Family,cn,31/03/2011,0,115,6.6
0,Drama,en,18/04/2013,0,107,6.2
0,Drama,en,26/10/2013,0,88,4.8
0,Comedy,de,27/09/2013,0,98,5.6
0,Horror,en,15/07/2011,0,114,5.5
0,Horror,en,03/09/2010,0,93,6.1
0,Adventure,en,20/04/2009,0,83,5.7
0,Documentary,en,31/12/2013,0,90,1.9
0,Drama,en,14/06/2011,0,180,0
0,Action,fr,15/12/2012,25109572,96,5.4
0,Drama,en,18/03/2004,0,120,7.5
0,Documentary,es,24/05/2007,0,0,7.3
0,Action,en,02/06/2006,0,79,5.6
0,Comedy,en,25/10/2006,0,95,4.9
0,Horror,en,17/03/2012,0,66,7.3
0,Drama,en,14/08/2010,0,95,3.8
20000000,Action,hi,04/07/2008,5000000,171,3.6
0,Science Fiction,en,12/10/2012,0,95,6.9
33157,Adventure,en,21/08/2012,0,76,6
0,Documentary,en,22/10/2013,0,100,0
0,Comedy,en,20/09/2013,16971,90,5.5
0,Crime,fr,19/03/2003,0,105,5.3
0,Comedy,pt,05/06/2009,0,106,6.4
0,Comedy,ja,11/11/2006,0,96,5.9
0,Action,fr,22/11/2011,11229,76,7.3
0,Fantasy,en,29/02/2012,0,70,5.3
0,Documentary,en,12/05/2010,0,86,0
0,Documentary,en,27/05/2007,0,125,6
3000000,Family,en,07/02/2006,0,98,5.5
0,War,en,01/06/2008,0,67,0
0,Drama,en,28/08/2013,4793,90,6.7
0,Romance,zh,20/05/2012,0,98,6.7
0,Animation,fr,03/04/2013,0,102,5.7
0,Thriller,en,27/10/2011,0,94,7
0,Documentary,en,10/03/2010,0,88,8.3
0,Comedy,en,22/06/2013,0,101,6.4
0,Drama,en,30/01/2012,0,95,5.2
0,Animation,en,13/09/2013,0,80,5.5
0,Drama,en,03/11/2012,0,78,5.9
0,Crime,en,31/07/2009,0,102,6
0,Action,en,27/07/2006,0,7,6.2
0,Animation,en,06/11/2007,0,11,6.7
0,Animation,en,09/11/2009,0,5,6.9
0,Animation,en,23/09/2011,0,97,6.2
1200000,Drama,en,19/07/2010,0,89,3.7
0,Horror,en,14/09/2012,0,80,5.5
0,Comedy,es,04/03/2007,0,95,7.8
0,Crime,en,14/05/2012,0,38,7
0,Documentary,ar,21/05/2013,0,96,7.1
0,Drama,fr,21/09/2011,0,98,7.1
0,Comedy,es,10/08/2012,0,100,6.5
0,Comedy,fr,17/04/2013,0,95,6.1
0,Comedy,en,11/10/2013,0,90,5.9
0,Comedy,en,11/10/2013,0,108,7.4
0,Adventure,en,06/01/2013,0,84,5.6
0,TV Movie,fr,20/05/2013,0,210,6.4
0,Documentary,ja,23/10/2007,0,94,5.3
5000000,Horror,en,06/12/2012,0,101,3.8
0,TV Movie,en,28/04/2013,0,83,8
0,Drama,en,01/01/2003,0,60,6.5
0,Comedy,en,18/02/2010,0,79,6.2
0,Comedy,en,15/09/2003,0,70,6
0,Action,en,01/06/2010,0,15,0
0,Action,fr,16/02/2010,0,97,6
3500000,Drama,en,27/04/2013,0,95,4.9
0,Action,en,26/04/2013,0,105,5.2
0,Comedy,en,01/01/2004,0,72,5.8
0,Action,en,01/01/2005,0,74,6.1
2000000,Action,es,19/09/2011,0,89,6.3
0,Documentary,en,01/01/2009,0,88,3.4
0,Adventure,ja,26/10/2008,0,98,4
0,Science Fiction,en,03/04/2013,0,85,5.6
0,Thriller,en,29/03/2013,0,90,5
0,Documentary,en,06/09/2013,0,84,8.3
0,Documentary,en,14/10/2009,0,39,0
0,Documentary,en,10/02/2013,0,15,0
0,Animation,en,05/06/2013,0,121,5.9
0,Thriller,en,18/01/2013,15000,98,6.1
0,Drama,ja,31/05/2013,0,46,7.5
0,Animation,en,12/06/2013,0,89,6.9
0,Documentary,ja,04/08/2007,0,121,6.9
0,Crime,en,24/08/2009,0,80,4.8
0,Action,en,08/07/2010,0,105,5.5
0,Horror,en,05/02/2009,0,92,4.8
0,Action,en,16/12/2011,0,83,5.6
0,Comedy,ru,13/05/2009,0,73,5.6
0,Fantasy,en,14/06/2013,0,99,7.1
0,Drama,fr,14/07/2010,0,105,5.9
0,Science Fiction,es,20/01/2010,0,95,7.3
0,Drama,en,07/07/2013,0,78,5
0,Drama,hi,13/02/2013,0,120,6.5
0,Drama,en,15/10/2010,0,16,6.5
0,Science Fiction,en,01/01/2012,0,80,0
0,Comedy,en,08/03/2013,0,85,6.3
2000000,Drama,pt,08/12/2008,0,85,3.7
0,Comedy,da,03/10/2013,0,100,7
15000,Thriller,en,10/08/2010,0,98,4.3
0,Drama,en,31/05/2013,0,100,5.6
313411,Comedy,en,16/09/2013,0,73,6.2
0,Animation,en,14/08/2005,0,0,0
0,Action,ko,31/10/2012,0,122,7.8
0,Fantasy,fr,17/12/2008,0,133,5.9
0,Drama,ja,01/01/2005,0,119,3.8
0,Adventure,fr,21/01/2009,0,93,4.9
2511000,Comedy,en,07/11/2012,0,0,7.3
2000000,Drama,pt,03/06/2011,0,0,7.3
0,Documentary,pt,02/09/2011,0,106,6.7
0,Action,ja,23/02/2013,0,160,7.2
0,Romance,en,25/06/2010,0,111,6.8
20000000,Action,en,01/01/2004,0,92,4.6
0,Action,en,16/05/2004,0,98,5.8
0,Thriller,en,01/01/2010,0,101,8
0,Comedy,fr,01/01/2005,0,90,6.6
0,Drama,en,06/07/2012,0,95,6.7
0,Action,en,23/10/2008,0,100,0
0,Action,en,03/03/2012,0,91,7
0,Comedy,ja,04/04/2013,0,133,7.6
0,Drama,de,18/11/2007,0,291,8.4
0,Action,de,09/02/2008,0,92,6.3
9500000,Drama,en,06/09/2013,7800000,88,6.4
0,Drama,en,12/03/2011,0,85,5.8
0,Documentary,en,16/05/2007,0,80,4.5
0,Drama,en,23/04/2001,0,89,0
0,Comedy,en,01/01/2006,0,79,0
0,Action,fr,23/08/2011,0,102,6.6
0,Action,en,28/08/2008,0,119,7.5
0,Drama,en,28/09/2012,0,104,6.3
0,Drama,en,26/04/2011,0,91,5.2
0,War,en,08/12/2011,0,13,6.6
0,Animation,pt,31/12/2010,0,89,6.1
0,Comedy,pt,25/10/2013,0,0,6.5
0,Comedy,pt,21/06/2013,0,85,7.7
0,Comedy,en,25/04/2011,0,90,5.6
0,Action,nl,10/04/2013,0,115,6.9
5112027,Animation,en,06/11/2013,0,113,5.6
0,Comedy,ja,14/09/2013,0,126,7
0,Thriller,en,31/07/2009,0,85,0
0,Comedy,fr,16/05/2013,0,100,6.1
0,Drama,it,17/06/2007,0,10,6.8
0,Drama,en,10/11/2009,0,4,5.9
0,Animation,fr,14/08/2013,0,122,6
0,Drama,sv,08/11/2013,0,109,6.1
80000,Drama,en,08/08/2013,0,110,7.5
0,Action,en,01/01/2013,0,40,7.3
0,Action,en,22/02/2013,1553826,106,6.4
30000000,Horror,ja,07/09/2013,17137302,115,6.4
0,Drama,da,21/10/2009,0,90,7.1
0,Comedy,en,31/03/2009,66456,89,5.9
0,Horror,en,13/09/2002,0,85,3
3000000,Drama,en,10/10/2009,0,83,5.1
7500000,Action,no,30/08/2013,0,106,5.4
0,Thriller,en,08/06/2012,0,90,6
0,Drama,fr,16/11/2012,0,97,6.5
0,Drama,en,09/09/2013,54915,106,7.1
90,Drama,en,05/12/2012,0,84,3
0,Comedy,ja,16/09/2012,0,128,7.2
0,Comedy,en,28/12/2012,0,84,6.5
0,Animation,en,02/04/2010,0,86,6.5
0,Animation,fr,18/12/2013,0,104,6.9
0,Adventure,pt,26/11/2013,0,83,6.3
0,Family,fr,17/07/2013,0,84,6.8
0,Music,en,18/04/2009,0,94,5.1
0,Drama,fr,09/01/2013,0,86,8.3
0,History,fr,10/11/2011,0,102,6.7
0,Crime,en,20/09/2013,0,104,5.8
0,Drama,nl,11/09/2013,0,122,6.6
0,Crime,en,19/09/2013,137460,75,7.2
0,Documentary,en,19/07/2013,0,56,8
0,Documentary,en,16/03/2013,0,105,6.3
0,Documentary,en,06/04/2011,99303,94,6.5
10000000,TV Movie,en,05/11/2010,0,79,3.7
32000000,Adventure,en,28/03/2004,0,93,5.1
0,Adventure,fr,21/09/2010,0,72,5.4
0,Drama,fr,28/09/2011,0,96,7.2
10000000,Drama,en,18/09/2007,0,99,3.2
325000,Action,en,18/02/2003,0,92,5
0,Comedy,en,14/11/2013,0,0,0
0,Drama,fr,13/04/2005,0,105,5.6
0,Comedy,fr,20/08/2012,0,104,5.5
0,Comedy,en,08/02/2013,0,76,0
0,Horror,en,31/08/2011,0,0,0
0,Comedy,en,01/01/2007,0,60,6.5
0,Comedy,en,03/04/2012,0,58,6
0,Comedy,fr,18/06/2008,0,87,4.9
0,Comedy,ru,19/09/2007,0,0,4.9
0,Comedy,en,04/03/2001,0,0,4
0,Horror,en,30/10/2006,0,84,6.9
0,Drama,en,15/11/2013,523511,93,5.8
0,Documentary,en,13/10/2002,0,120,6
0,Drama,en,10/02/2012,0,96,6.5
0,Drama,it,18/09/2012,0,103,6.2
0,Drama,ko,05/09/2013,2340,89,6.5
25500000,Drama,en,22/08/2013,2415472,128,6
0,Thriller,de,22/08/2013,0,109,5.1
9000000,Documentary,en,01/01/2005,0,95,4.9
0,Horror,en,30/03/2012,0,80,5.5
0,Comedy,en,25/01/2010,0,88,7
0,Drama,en,25/03/2013,0,200,3
0,Comedy,en,06/11/2002,0,46,5.2
0,Comedy,en,08/08/2012,3903479,92,6.5
0,Action,en,29/08/2013,0,102,7.3
1500000,Documentary,en,20/10/2012,1938,90,6.1
5000000,Western,en,12/10/2012,0,96,5.4
0,Crime,en,25/04/2013,0,92,5.9
0,History,en,21/09/2003,0,50,8
0,Horror,en,06/01/2003,0,53,0
1100000,Action,en,15/06/2012,0,80,4.3
0,Action,fr,27/02/2013,0,103,5.4
200,Action,en,11/10/2012,0,85,6
0,Thriller,ru,11/11/2012,0,106,7.1
0,Adventure,en,30/05/2010,0,182,7
0,Fantasy,en,11/03/2012,0,64,8.1
0,Comedy,en,10/03/2012,0,82,5.8
0,Drama,en,19/01/2005,0,26,7.4
0,Adventure,en,29/03/2013,0,87,5.7
0,Thriller,en,17/05/2012,0,87,4.3
0,Drama,sv,28/03/2013,180590,102,6.9
3700000,Drama,en,15/11/2002,0,94,5
0,Drama,en,09/09/2012,0,94,4
0,Horror,en,14/11/2013,0,89,7.3
0,Action,tl,20/01/2013,0,114,7.2
0,Crime,en,01/03/2013,0,90,4.9
0,Drama,en,19/04/2011,0,80,3.6
0,Action,en,01/01/2009,0,80,5
0,Action,en,15/04/2011,0,77,6.8
0,Documentary,en,03/10/2010,0,100,3.8
0,Documentary,en,20/04/2012,0,84,5.9
0,Action,en,23/09/2012,0,95,7.5
0,Documentary,en,16/10/2012,0,97,4
0,Drama,en,28/09/2012,0,90,5.5
5000000,Documentary,en,08/09/2013,44030246,104,6.3
0,Drama,en,01/01/2010,0,0,4.4
0,Action,en,04/11/2009,0,90,5.1
0,Fantasy,ja,08/11/2003,0,112,6.1
0,Thriller,nl,24/05/2011,0,90,4.8
8000000,Thriller,es,20/09/2013,0,104,6
0,Action,es,13/09/2007,0,95,6.3
0,History,de,01/06/2010,0,,7.5
0,Action,en,27/09/2013,0,0,5.3
2500000,Documentary,en,04/12/2009,0,93,4.9
0,Drama,en,07/09/2013,2681345,90,5.9
0,Drama,en,14/06/2013,0,89,5.6
0,Horror,en,25/03/2011,0,90,5.5
0,Comedy,es,05/10/2013,0,111,6
0,Comedy,en,06/09/2001,0,105,0
0,Drama,en,03/11/2004,0,79,6
0,Action,en,25/07/2007,0,87,9
0,Documentary,en,22/07/2002,0,155,7
0,Documentary,en,04/10/2013,2225098,93,6.4
0,Comedy,ja,26/09/2008,0,133,7.4
0,Romance,es,20/09/2013,0,85,6.5
0,Comedy,es,12/02/2002,0,90,4.9
0,Crime,de,04/03/2013,0,101,6.1
0,Drama,en,14/09/2013,0,77,4.6
15000000,Action,en,09/05/2013,0,114,5.7
16000000,Drama,tr,16/02/2012,0,160,6.4
1525000,Adventure,lo,10/02/2013,0,96,6.8
9250000,Drama,sv,25/12/2013,0,114,6.7
0,Action,en,07/09/2001,0,100,4
0,Action,en,05/11/2013,0,85,6.6
0,Documentary,en,20/07/2012,0,80,5.4
0,Drama,el,21/09/2013,0,99,6.4
0,Drama,en,24/11/2011,0,100,7.5
0,Action,fr,24/03/2010,0,100,6.4
1400000,Comedy,en,11/12/2013,0,98,5.4
0,Comedy,en,17/09/2011,0,92,5.7
0,Horror,en,30/09/2013,0,90,4
0,Horror,en,11/05/2013,0,88,4.1
11,Action,en,23/03/2004,0,71,5
0,Action,en,15/11/2011,0,89,5.6
0,Drama,en,13/12/2009,0,95,3.5
0,Family,en,16/10/2013,0,90,4.6
0,Family,en,28/05/2013,0,84,4.6
0,Drama,en,19/06/2011,0,85,5
0,Comedy,sv,10/02/2009,0,95,5.9
0,Adventure,pl,12/02/2010,0,0,4.9
0,Documentary,en,21/03/2013,0,98,3.9
0,Horror,en,08/10/2013,0,45,5.4
0,Animation,he,21/09/2013,0,93,4
0,Action,en,27/02/2012,0,84,3.5
0,Thriller,en,15/06/2013,0,74,4
0,Documentary,en,15/10/2008,0,0,0
0,Thriller,en,30/08/2013,0,90,8.1
0,Documentary,en,18/05/2011,0,88,4.5
0,Thriller,en,06/11/2013,4187,91,5.4
10900000,Action,en,08/09/2013,16505460,105,7.2
16000000,Drama,en,03/07/2013,5867686,117,6.2
0,Drama,en,01/01/2009,0,0,6.7
1400000,Documentary,hi,05/09/2008,3500000,103,7
0,Comedy,de,28/06/2011,0,100,7
0,Drama,en,16/09/2011,0,80,6.6
0,Drama,en,26/07/2013,0,97,5.2
1000000,Thriller,es,09/08/2013,0,105,6.2
0,Crime,en,01/01/2008,0,64,7.6
0,Drama,en,21/04/2009,0,92,5.1
0,Action,en,31/05/2009,0,100,5.9
0,Science Fiction,cn,11/08/2010,0,110,5.1
4200000,Comedy,en,06/06/2011,0,108,5.8
0,Action,es,09/09/2012,0,65,6.5
1000000,War,en,18/05/2012,0,100,5.1
0,Comedy,en,13/09/2013,0,400,7.7
0,Documentary,en,14/07/2013,0,59,9.2
70000000,Comedy,en,13/06/2013,18662027,88,5.8
0,Animation,en,01/01/2013,0,39,6.9
0,Action,zh,09/12/2009,0,105,3.9
0,Action,en,22/07/2013,0,83,6.2
0,Drama,en,09/03/2011,0,71,0
0,Documentary,en,27/04/2004,0,120,6
1800000,Comedy,fi,07/10/2011,0,105,6
0,Thriller,ja,10/11/2012,0,129,6.8
0,Comedy,en,04/08/2013,0,77,3.9
0,Science Fiction,en,15/11/2013,0,115,5.3
0,Documentary,en,01/01/2000,0,75,0
0,Horror,en,18/01/2013,0,60,5.6
0,Drama,en,13/10/2012,0,85,4.9
0,Horror,en,06/09/2013,0,90,3.8
10000,Action,en,01/10/2012,0,95,4.2
0,Drama,no,21/01/2005,0,0,2.5
0,Action,en,18/10/2013,0,76,6.6
0,Documentary,en,17/11/2000,0,120,5
0,TV Movie,en,17/11/2011,0,71,6.4
0,Documentary,es,29/10/2004,0,,0
8000000,Comedy,en,07/09/2013,63464861,104,7.3
0,Documentary,en,29/01/2011,0,90,3.5
0,Action,en,17/10/2013,0,80,5.4
0,TV Movie,en,30/08/2007,0,83,4
0,Action,en,29/06/2013,0,90,5
0,Drama,en,20/09/2013,0,100,7.3
0,Documentary,en,31/01/2013,44,76,6.2
2500000,Action,en,17/05/2013,0,101,5.9
1500000,Romance,en,03/12/2009,0,71,5
0,Drama,el,28/03/2012,0,88,6
0,War,en,01/01/2013,0,100,4.5
3000000,Animation,es,18/05/2013,0,130,7.3
0,Drama,en,12/09/2013,0,94,5.7
0,Comedy,en,01/01/2005,0,99,6.5
0,Comedy,zh,12/02/2009,0,113,5.8
0,Drama,en,01/06/2013,0,87,8.8
0,Documentary,en,01/01/2004,14000,80,6.9
0,Action,el,05/12/2013,0,160,6.6
0,Drama,en,11/03/2013,0,92,5
0,Action,en,03/12/2011,0,180,6
0,Adventure,en,01/01/2008,0,100,3.8
0,Drama,en,01/06/2013,0,80,5
0,Comedy,en,20/10/2013,0,92,6
0,Drama,en,14/01/2000,0,50,5
0,Action,en,20/04/2013,0,94,5.1
0,Drama,en,22/11/2013,0,103,7.1
0,Action,en,07/09/2013,340911,118,5.3
0,Drama,fr,28/02/2001,0,89,6.1
0,War,en,02/03/2012,0,92,5.5
0,Crime,en,20/09/2013,0,106,6.9
8000000,Thriller,en,25/07/2013,0,88,4.8
0,Drama,en,30/12/2011,0,92,5
0,Documentary,en,21/11/2013,0,74,7
0,Documentary,en,28/09/2012,0,89,7.6
0,Drama,en,22/11/2013,0,101,7.1
2000000,Drama,en,08/11/2013,0,103,5.3
0,Comedy,en,01/01/2007,0,83,5.5
0,Horror,en,21/04/2013,0,92,5.3
17500000,Horror,en,27/11/2013,7018189,93,5.8
0,Drama,en,23/09/2013,0,85,5.3
0,Drama,en,06/08/2002,0,48,6
